cell,target,n_train,model,rep,rho,n_test
A|ebin5.4_f121,map_cov,1600,gbt,0,0.8194486102957182,702
A|ebin5.4_f121,map_cov,1600,ridge,1,0.7328568266326356,702
A|ebin5.4_f121,map_cov,1600,gbt,1,0.8021052848100907,702
A|ebin5.4_f121,map_cov,1600,ridge,2,0.7412112338157837,702
A|ebin5.4_f121,map_cov,1600,gbt,2,0.7902291527113429,702
A|ebin5.4_f121,map_cov,2098,ridge,0,0.7442586886238812,702
A|ebin5.4_f121,map_cov,2098,gbt,0,0.8212031747469068,702
A|ebin5.4_f121,map_cov,2098,ridge,1,0.7442586886238812,702
A|ebin5.4_f121,map_cov,2098,gbt,1,0.8291496907984912,702
A|ebin5.4_f121,map_cov,2098,ridge,2,0.7442586886238812,702
A|ebin5.4_f121,map_cov,2098,gbt,2,0.8226758566917127,702
A|ebin5.35_f121,cyclen,25,ridge,0,0.904312287137723,800
A|ebin5.35_f121,cyclen,25,ridge,1,0.8924295846291244,800
A|ebin5.35_f121,cyclen,25,ridge,2,0.8874571118702078,800
A|ebin5.35_f121,cyclen,50,ridge,0,0.9047353815612035,800
A|ebin5.35_f121,cyclen,50,gbt,0,0.8005663970283137,800
A|ebin5.35_f121,cyclen,50,ridge,1,0.901335098804894,800
A|ebin5.35_f121,cyclen,50,gbt,1,0.7171621743640149,800
A|ebin5.35_f121,cyclen,50,ridge,2,0.9075188000543403,800
A|ebin5.35_f121,cyclen,50,gbt,2,0.7001905896805986,800
A|ebin5.35_f121,cyclen,100,ridge,0,0.9236487593237092,800
A|ebin5.35_f121,cyclen,100,gbt,0,0.8811867755619285,800
A|ebin5.35_f121,cyclen,100,ridge,1,0.8462809916386883,800
A|ebin5.35_f121,cyclen,100,gbt,1,0.8664772612748396,800
A|ebin5.35_f121,cyclen,100,ridge,2,0.9140086072597952,800
A|ebin5.35_f121,cyclen,100,gbt,2,0.8650301072771347,800
A|ebin5.35_f121,cyclen,200,ridge,0,0.9359915875647347,800
